scenario,lambda,sample,contribution
soluble_oxalate_priority,1.2742749857031335,TSs136,0.0
soluble_oxalate_priority,1.2742749857031335,TSs138B,1.9862902264017576e-16
soluble_oxalate_priority,1.2742749857031335,TSs15,1.475856304978058e-16
soluble_oxalate_priority,1.2742749857031335,TSs151B,1.170612293611196e-16
soluble_oxalate_priority,1.2742749857031335,TSs155,0.0
soluble_oxalate_priority,1.2742749857031335,TSs156A,0.0
soluble_oxalate_priority,1.2742749857031335,TSs157A,0.22401737851824186
soluble_oxalate_priority,1.2742749857031335,TSs158,3.652757099579112e-16
soluble_oxalate_priority,1.2742749857031335,TSs161,1.795229614702735e-16
soluble_oxalate_priority,1.2742749857031335,TSs166,0.0
soluble_oxalate_priority,1.2742749857031335,TSs168,0.0
soluble_oxalate_priority,1.2742749857031335,TSs195,0.0
soluble_oxalate_priority,1.2742749857031335,TSs1A,2.941907150201492e-16
soluble_oxalate_priority,1.2742749857031335,TSs2,0.0
soluble_oxalate_priority,1.2742749857031335,TSs201,2.2628021488728244e-16
soluble_oxalate_priority,1.2742749857031335,TSs209,3.378022644522259e-17
soluble_oxalate_priority,1.2742749857031335,TSs217,7.476619490484328e-16
soluble_oxalate_priority,1.2742749857031335,TSs224,0.0
soluble_oxalate_priority,1.2742749857031335,TSs22A,0.12394089806936635
soluble_oxalate_priority,1.2742749857031335,TSs22B,0.0
soluble_oxalate_priority,1.2742749857031335,TSs23,0.0
soluble_oxalate_priority,1.2742749857031335,TSs24,0.0
soluble_oxalate_priority,1.2742749857031335,TSs266,9.430172951362343e-16
soluble_oxalate_priority,1.2742749857031335,TSs269,4.090432463882266e-17
soluble_oxalate_priority,1.2742749857031335,TSs27,6.121073069745333e-17
soluble_oxalate_priority,1.2742749857031335,TSs274,0.0
soluble_oxalate_priority,1.2742749857031335,TSs277,8.360948821448302e-16
soluble_oxalate_priority,1.2742749857031335,TSs282,0.12098609547868305
soluble_oxalate_priority,1.2742749857031335,TSs287,0.0
soluble_oxalate_priority,1.2742749857031335,TSs291,8.510202250159001e-17
soluble_oxalate_priority,1.2742749857031335,TSs293,2.399513484359246e-16
soluble_oxalate_priority,1.2742749857031335,TSs294,1.796278593196283e-16
soluble_oxalate_priority,1.2742749857031335,TSs296,4.107310450537241e-16
soluble_oxalate_priority,1.2742749857031335,TSs297,3.2598702975065427e-16
soluble_oxalate_priority,1.2742749857031335,TSs3,0.0
soluble_oxalate_priority,1.2742749857031335,TSs30,1.1723028558490243e-16
soluble_oxalate_priority,1.2742749857031335,TSs303,9.36117794025469e-18
soluble_oxalate_priority,1.2742749857031335,TSs311,0.0
soluble_oxalate_priority,1.2742749857031335,TSs314A,1.4458234769960789e-16
soluble_oxalate_priority,1.2742749857031335,TSs314B,0.0
soluble_oxalate_priority,1.2742749857031335,TSs317,0.0
soluble_oxalate_priority,1.2742749857031335,TSs325,0.11961313534587817
soluble_oxalate_priority,1.2742749857031335,TSs33,0.0
soluble_oxalate_priority,1.2742749857031335,TSs331,0.0
soluble_oxalate_priority,1.2742749857031335,TSs333,4.0236881382419314e-16
soluble_oxalate_priority,1.2742749857031335,TSs334,0.0586087335418683
soluble_oxalate_priority,1.2742749857031335,TSs336,4.518854104888163e-16
soluble_oxalate_priority,1.2742749857031335,TSs338,5.186426940160643e-16
soluble_oxalate_priority,1.2742749857031335,TSs357,0.0
soluble_oxalate_priority,1.2742749857031335,TSs358,0.0
soluble_oxalate_priority,1.2742749857031335,TSs361,0.0
soluble_oxalate_priority,1.2742749857031335,TSs363,5.863471293271346e-16
soluble_oxalate_priority,1.2742749857031335,TSs365,0.0
soluble_oxalate_priority,1.2742749857031335,TSs368,0.0
soluble_oxalate_priority,1.2742749857031335,TSs371,9.562813328065546e-17
soluble_oxalate_priority,1.2742749857031335,TSs378,0.0
soluble_oxalate_priority,1.2742749857031335,TSs38,0.10751580590242592
soluble_oxalate_priority,1.2742749857031335,TSs383,2.439592328368018e-16
soluble_oxalate_priority,1.2742749857031335,TSs3A,9.087494480258213e-16
soluble_oxalate_priority,1.2742749857031335,TSs4,0.0
soluble_oxalate_priority,1.2742749857031335,TSs417,4.477712994198627e-17
soluble_oxalate_priority,1.2742749857031335,TSs44C,2.0808972056361703e-16
soluble_oxalate_priority,1.2742749857031335,TSs48,2.6969668695408264e-16
soluble_oxalate_priority,1.2742749857031335,TSs49,0.10961770261166937
soluble_oxalate_priority,1.2742749857031335,TSs49A,0.0
soluble_oxalate_priority,1.2742749857031335,TSs51,0.0
soluble_oxalate_priority,1.2742749857031335,TSs53,0.0
soluble_oxalate_priority,1.2742749857031335,TSs56,1.4386389955115444e-16
soluble_oxalate_priority,1.2742749857031335,TSs56A,0.0
soluble_oxalate_priority,1.2742749857031335,TSs58,0.0
soluble_oxalate_priority,1.2742749857031335,TSs59B,0.0
soluble_oxalate_priority,1.2742749857031335,TSs5A,0.0
soluble_oxalate_priority,1.2742749857031335,TSs60,7.654105343080441e-16
soluble_oxalate_priority,1.2742749857031335,TSs60B,0.0
soluble_oxalate_priority,1.2742749857031335,TSs61,2.7863792595286337e-16
soluble_oxalate_priority,1.2742749857031335,TSs63A,4.0818341835660565e-16
soluble_oxalate_priority,1.2742749857031335,TSs68,0.08127812410157105
soluble_oxalate_priority,1.2742749857031335,TSs7,0.0
soluble_oxalate_priority,1.2742749857031335,TSs78,1.5752061391382453e-16
soluble_oxalate_priority,1.2742749857031335,TSs82,0.0
soluble_oxalate_priority,1.2742749857031335,TSs9,0.0
soluble_oxalate_priority,1.2742749857031335,TSs95,0.0
soluble_oxalate_priority,1.2742749857031335,TSs96,0.0
soluble_oxalate_priority,1.2742749857031335,TSs98,6.251509753238228e-16
soluble_oxalate_priority,2.06913808111479,TSs10,0.0
soluble_oxalate_priority,2.06913808111479,TSs104,0.0
soluble_oxalate_priority,2.06913808111479,TSs10A,0.0
soluble_oxalate_priority,2.06913808111479,TSs11,1.5908183572921525e-15
soluble_oxalate_priority,2.06913808111479,TSs111,1.114085795539414e-15
soluble_oxalate_priority,2.06913808111479,TSs116,0.0
soluble_oxalate_priority,2.06913808111479,TSs119A,0.10795587750731045
soluble_oxalate_priority,2.06913808111479,TSs120,1.376168632972199e-16
soluble_oxalate_priority,2.06913808111479,TSs131,4.410387592903707e-16
soluble_oxalate_priority,2.06913808111479,TSs132,0.0
soluble_oxalate_priority,2.06913808111479,TSs133,0.0
soluble_oxalate_priority,2.06913808111479,TSs136,0.0
soluble_oxalate_priority,2.06913808111479,TSs138B,3.9830943776617e-17
soluble_oxalate_priority,2.06913808111479,TSs15,1.1136228861109449e-17
soluble_oxalate_priority,2.06913808111479,TSs151B,9.380352051194484e-16
soluble_oxalate_priority,2.06913808111479,TSs155,0.0
soluble_oxalate_priority,2.06913808111479,TSs156A,0.0
soluble_oxalate_priority,2.06913808111479,TSs157A,0.1696164290129792
soluble_oxalate_priority,2.06913808111479,TSs158,2.651908864849623e-16
soluble_oxalate_priority,2.06913808111479,TSs161,4.4075958486469375e-16
soluble_oxalate_priority,2.06913808111479,TSs166,3.2824052400765877e-16
soluble_oxalate_priority,2.06913808111479,TSs168,0.0
soluble_oxalate_priority,2.06913808111479,TSs195,9.48345357452016e-17
soluble_oxalate_priority,2.06913808111479,TSs1A,2.3512809521082927e-16
soluble_oxalate_priority,2.06913808111479,TSs2,0.0
soluble_oxalate_priority,2.06913808111479,TSs201,4.0930033919713904e-16
soluble_oxalate_priority,2.06913808111479,TSs209,0.0
soluble_oxalate_priority,2.06913808111479,TSs217,1.5614754991884865e-16
soluble_oxalate_priority,2.06913808111479,TSs224,1.9087795850970794e-16
soluble_oxalate_priority,2.06913808111479,TSs22A,0.1039986280191444
soluble_oxalate_priority,2.06913808111479,TSs22B,5.719301282598965e-16
soluble_oxalate_priority,2.06913808111479,TSs23,2.346117276228325e-16
soluble_oxalate_priority,2.06913808111479,TSs24,0.0
soluble_oxalate_priority,2.06913808111479,TSs266,4.548957459723268e-16
soluble_oxalate_priority,2.06913808111479,TSs269,0.0
soluble_oxalate_priority,2.06913808111479,TSs27,2.4162706626641336e-16
soluble_oxalate_priority,2.06913808111479,TSs274,0.0
soluble_oxalate_priority,2.06913808111479,TSs277,2.210722713781486e-16
soluble_oxalate_priority,2.06913808111479,TSs282,0.1024622097817506
soluble_oxalate_priority,2.06913808111479,TSs287,0.0
soluble_oxalate_priority,2.06913808111479,TSs291,0.0
soluble_oxalate_priority,2.06913808111479,TSs293,0.0
soluble_oxalate_priority,2.06913808111479,TSs294,3.051447951858967e-16
soluble_oxalate_priority,2.06913808111479,TSs296,0.0
soluble_oxalate_priority,2.06913808111479,TSs297,2.76123663819631e-16
soluble_oxalate_priority,2.06913808111479,TSs3,0.0
soluble_oxalate_priority,2.06913808111479,TSs30,0.0
soluble_oxalate_priority,2.06913808111479,TSs303,0.0
soluble_oxalate_priority,2.06913808111479,TSs311,0.0
soluble_oxalate_priority,2.06913808111479,TSs314A,0.0
soluble_oxalate_priority,2.06913808111479,TSs314B,1.1226710029524422e-17
soluble_oxalate_priority,2.06913808111479,TSs317,3.3120587612455047e-16
soluble_oxalate_priority,2.06913808111479,TSs325,0.13232639621060846
soluble_oxalate_priority,2.06913808111479,TSs33,1.4766972696536354e-16
soluble_oxalate_priority,2.06913808111479,TSs331,6.265476549182074e-16
soluble_oxalate_priority,2.06913808111479,TSs333,5.046495316465642e-16
soluble_oxalate_priority,2.06913808111479,TSs334,0.08619794551200244
soluble_oxalate_priority,2.06913808111479,TSs336,5.224793284956184e-16
soluble_oxalate_priority,2.06913808111479,TSs338,0.0
soluble_oxalate_priority,2.06913808111479,TSs357,3.5863362353048137e-16
soluble_oxalate_priority,2.06913808111479,TSs358,2.65961297483889e-16
soluble_oxalate_priority,2.06913808111479,TSs361,0.0
soluble_oxalate_priority,2.06913808111479,TSs363,1.211190084228377e-16
soluble_oxalate_priority,2.06913808111479,TSs365,0.0
soluble_oxalate_priority,2.06913808111479,TSs368,1.133922355747403e-16
soluble_oxalate_priority,2.06913808111479,TSs371,8.847648246986067e-17
soluble_oxalate_priority,2.06913808111479,TSs378,4.0726592566280375e-16
soluble_oxalate_priority,2.06913808111479,TSs38,0.09370364926120932
soluble_oxalate_priority,2.06913808111479,TSs383,1.070184268301618e-16
soluble_oxalate_priority,2.06913808111479,TSs3A,0.0
soluble_oxalate_priority,2.06913808111479,TSs4,0.0
soluble_oxalate_priority,2.06913808111479,TSs417,6.064073336634531e-16
soluble_oxalate_priority,2.06913808111479,TSs44C,3.201861143559424e-16
soluble_oxalate_priority,2.06913808111479,TSs48,2.246055093007864e-16
soluble_oxalate_priority,2.06913808111479,TSs49,0.10335318588900622
soluble_oxalate_priority,2.06913808111479,TSs49A,1.5258390212216353e-16
soluble_oxalate_priority,2.06913808111479,TSs51,4.141769882992352e-17
soluble_oxalate_priority,2.06913808111479,TSs53,0.0
soluble_oxalate_priority,2.06913808111479,TSs56,8.247080071184642e-17
soluble_oxalate_priority,2.06913808111479,TSs56A,2.1835797860796092e-16
soluble_oxalate_priority,2.06913808111479,TSs58,0.0
soluble_oxalate_priority,2.06913808111479,TSs59B,0.0
soluble_oxalate_priority,2.06913808111479,TSs5A,3.8466377433107355e-16
soluble_oxalate_priority,2.06913808111479,TSs60,0.0
soluble_oxalate_priority,2.06913808111479,TSs60B,2.9891170429263035e-16
soluble_oxalate_priority,2.06913808111479,TSs61,5.451952215580431e-16
soluble_oxalate_priority,2.06913808111479,TSs63A,6.73994602891507e-17
soluble_oxalate_priority,2.06913808111479,TSs68,0.10038567880597292
soluble_oxalate_priority,2.06913808111479,TSs7,2.5160046218758455e-17
soluble_oxalate_priority,2.06913808111479,TSs78,0.0
soluble_oxalate_priority,2.06913808111479,TSs82,0.0
soluble_oxalate_priority,2.06913808111479,TSs9,8.067119745000813e-17
soluble_oxalate_priority,2.06913808111479,TSs95,2.0557128772035537e-16
soluble_oxalate_priority,2.06913808111479,TSs96,3.582269536063037e-16
soluble_oxalate_priority,2.06913808111479,TSs98,3.026509685407506e-16
soluble_oxalate_priority,3.359818286283781,TSs10,0.03166383277684491
soluble_oxalate_priority,3.359818286283781,TSs104,1.87352544277571e-16
soluble_oxalate_priority,3.359818286283781,TSs10A,0.005872649011323142
soluble_oxalate_priority,3.359818286283781,TSs11,4.576428546648506e-16
soluble_oxalate_priority,3.359818286283781,TSs111,8.466065827844552e-16
soluble_oxalate_priority,3.359818286283781,TSs116,0.0
soluble_oxalate_priority,3.359818286283781,TSs119A,0.11482656302220366
soluble_oxalate_priority,3.359818286283781,TSs120,2.4062530504162433e-16
soluble_oxalate_priority,3.359818286283781,TSs131,1.5489966127021185e-16
soluble_oxalate_priority,3.359818286283781,TSs132,2.861610666064204e-16
soluble_oxalate_priority,3.359818286283781,TSs133,2.5066988196293655e-16
soluble_oxalate_priority,3.359818286283781,TSs136,3.3275548985297125e-16
soluble_oxalate_priority,3.359818286283781,TSs138B,0.0
soluble_oxalate_priority,3.359818286283781,TSs15,1.2666452778267595e-16
soluble_oxalate_priority,3.359818286283781,TSs151B,2.7411704766487045e-15
soluble_oxalate_priority,3.359818286283781,TSs155,7.746756827939084e-16
soluble_oxalate_priority,3.359818286283781,TSs156A,1.3791084346191963e-15
soluble_oxalate_priority,3.359818286283781,TSs157A,0.12576649263723727
soluble_oxalate_priority,3.359818286283781,TSs158,3.7597737195240114e-16
soluble_oxalate_priority,3.359818286283781,TSs161,4.3902190626843976e-16
soluble_oxalate_priority,3.359818286283781,TSs166,9.304735707630832e-16
soluble_oxalate_priority,3.359818286283781,TSs168,2.913428906116875e-16
soluble_oxalate_priority,3.359818286283781,TSs195,1.601372515027477e-16
soluble_oxalate_priority,3.359818286283781,TSs1A,2.646344768442928e-16
soluble_oxalate_priority,3.359818286283781,TSs2,4.802964641098648e-16
soluble_oxalate_priority,3.359818286283781,TSs201,5.500163764365819e-17
soluble_oxalate_priority,3.359818286283781,TSs209,2.6960632865890434e-17
soluble_oxalate_priority,3.359818286283781,TSs217,3.7860333965140066e-16
soluble_oxalate_priority,3.359818286283781,TSs224,1.0976095882017688e-16
soluble_oxalate_priority,3.359818286283781,TSs22A,0.08570897182437777
soluble_oxalate_priority,3.359818286283781,TSs22B,0.0
soluble_oxalate_priority,3.359818286283781,TSs23,4.083323462018783e-16
soluble_oxalate_priority,3.359818286283781,TSs24,7.536300398519053e-16
soluble_oxalate_priority,3.359818286283781,TSs266,5.964560234601387e-17
soluble_oxalate_priority,3.359818286283781,TSs269,1.6466291925277925e-16
soluble_oxalate_priority,3.359818286283781,TSs27,1.1508502323296116e-16
soluble_oxalate_priority,3.359818286283781,TSs274,0.0
soluble_oxalate_priority,3.359818286283781,TSs277,1.2441082170699618e-16
soluble_oxalate_priority,3.359818286283781,TSs282,0.0880274504561763
soluble_oxalate_priority,3.359818286283781,TSs287,7.152369506748992e-18
soluble_oxalate_priority,3.359818286283781,TSs291,1.0784946154583084e-17
soluble_oxalate_priority,3.359818286283781,TSs293,0.0
soluble_oxalate_priority,3.359818286283781,TSs294,1.1175173174402639e-16
soluble_oxalate_priority,3.359818286283781,TSs296,0.0
soluble_oxalate_priority,3.359818286283781,TSs297,5.330085340211515e-17
soluble_oxalate_priority,3.359818286283781,TSs3,5.799980521226243e-16
soluble_oxalate_priority,3.359818286283781,TSs30,4.0895246552632554e-17
soluble_oxalate_priority,3.359818286283781,TSs303,1.2897730831732394e-15
soluble_oxalate_priority,3.359818286283781,TSs311,3.430603617917357e-16
soluble_oxalate_priority,3.359818286283781,TSs314A,6.418639839249295e-17
soluble_oxalate_priority,3.359818286283781,TSs314B,1.453761378835465e-16
soluble_oxalate_priority,3.359818286283781,TSs317,1.6059279536280972e-17
soluble_oxalate_priority,3.359818286283781,TSs325,0.11779690448568234
soluble_oxalate_priority,3.359818286283781,TSs33,1.8333457729323616e-17
soluble_oxalate_priority,3.359818286283781,TSs331,1.6290839640225675e-16
soluble_oxalate_priority,3.359818286283781,TSs333,0.03202833423422327
soluble_oxalate_priority,3.359818286283781,TSs334,0.08026626198588417
soluble_oxalate_priority,3.359818286283781,TSs336,1.3932741663600323e-16
soluble_oxalate_priority,3.359818286283781,TSs338,4.504830641474431e-18
soluble_oxalate_priority,3.359818286283781,TSs357,0.004627102888402152
soluble_oxalate_priority,3.359818286283781,TSs358,3.6980878188053604e-16
soluble_oxalate_priority,3.359818286283781,TSs361,0.006573602420045291
soluble_oxalate_priority,3.359818286283781,TSs363,1.9957783302317544e-16
soluble_oxalate_priority,3.359818286283781,TSs365,2.1816653423645538e-16
soluble_oxalate_priority,3.359818286283781,TSs368,5.1270799594198915e-17
soluble_oxalate_priority,3.359818286283781,TSs371,5.3307405718161616e-17
soluble_oxalate_priority,3.359818286283781,TSs378,3.4423377060846403e-16
soluble_oxalate_priority,3.359818286283781,TSs38,0.07362557821193366
soluble_oxalate_priority,3.359818286283781,TSs383,1.067802435505186e-16
soluble_oxalate_priority,3.359818286283781,TSs3A,5.424426663265677e-16
soluble_oxalate_priority,3.359818286283781,TSs4,0.0
soluble_oxalate_priority,3.359818286283781,TSs417,5.488187558062433e-17
soluble_oxalate_priority,3.359818286283781,TSs44C,2.2637838335212956e-16
soluble_oxalate_priority,3.359818286283781,TSs48,5.3244758038558856e-17
soluble_oxalate_priority,3.359818286283781,TSs49,0.08722970195218449
soluble_oxalate_priority,3.359818286283781,TSs49A,0.0
soluble_oxalate_priority,3.359818286283781,TSs51,1.5590163542060708e-16
soluble_oxalate_priority,3.359818286283781,TSs53,4.265673463473693e-17
soluble_oxalate_priority,3.359818286283781,TSs56,3.9340618357295897e-16
soluble_oxalate_priority,3.359818286283781,TSs56A,0.03137271444783005
soluble_oxalate_priority,3.359818286283781,TSs58,5.600196796398114e-17
soluble_oxalate_priority,3.359818286283781,TSs59B,0.0
soluble_oxalate_priority,3.359818286283781,TSs5A,2.2457737988224273e-17
soluble_oxalate_priority,3.359818286283781,TSs60,8.163038212729574e-16
soluble_oxalate_priority,3.359818286283781,TSs60B,0.0
soluble_oxalate_priority,3.359818286283781,TSs61,1.8056097677275876e-16
soluble_oxalate_priority,3.359818286283781,TSs63A,2.3174418868985627e-17
soluble_oxalate_priority,3.359818286283781,TSs68,0.09737100731471565
soluble_oxalate_priority,3.359818286283781,TSs7,0.003939381541916936
soluble_oxalate_priority,3.359818286283781,TSs78,2.915098057175939e-16
soluble_oxalate_priority,3.359818286283781,TSs82,0.013303450788998927
soluble_oxalate_priority,3.359818286283781,TSs9,3.940856855132552e-17
soluble_oxalate_priority,3.359818286283781,TSs95,1.5488781392223462e-17
soluble_oxalate_priority,3.359818286283781,TSs96,4.5162710805725465e-17
soluble_oxalate_priority,3.359818286283781,TSs98,9.058852430513036e-17
soluble_oxalate_priority,5.455594781168514,TSs10,0.03581098745276979
soluble_oxalate_priority,5.455594781168514,TSs104,2.502622838355035e-16
soluble_oxalate_priority,5.455594781168514,TSs10A,0.01624816424537792
soluble_oxalate_priority,5.455594781168514,TSs11,1.8703458949556572e-17
soluble_oxalate_priority,5.455594781168514,TSs111,3.325468519147093e-16
soluble_oxalate_priority,5.455594781168514,TSs116,9.815931742127809e-17
soluble_oxalate_priority,5.455594781168514,TSs119A,0.09549179253411381
soluble_oxalate_priority,5.455594781168514,TSs120,1.024462239581325e-16
soluble_oxalate_priority,5.455594781168514,TSs131,3.479067472163698e-16
soluble_oxalate_priority,5.455594781168514,TSs132,8.646284501623899e-19
soluble_oxalate_priority,5.455594781168514,TSs133,7.970998067203064e-17
soluble_oxalate_priority,5.455594781168514,TSs136,1.4897295263657982e-16
soluble_oxalate_priority,5.455594781168514,TSs138B,2.4310474158371166e-16
soluble_oxalate_priority,5.455594781168514,TSs15,4.07480349183113e-17
soluble_oxalate_priority,5.455594781168514,TSs151B,1.2838398942533067e-15
soluble_oxalate_priority,5.455594781168514,TSs155,4.809979481824404e-16
soluble_oxalate_priority,5.455594781168514,TSs156A,4.466146443774615e-16
soluble_oxalate_priority,5.455594781168514,TSs157A,0.09202957210247936
soluble_oxalate_priority,5.455594781168514,TSs158,1.0415622594520101e-16
soluble_oxalate_priority,5.455594781168514,TSs161,1.0267116192401183e-16
soluble_oxalate_priority,5.455594781168514,TSs166,3.1563256420720603e-16
soluble_oxalate_priority,5.455594781168514,TSs168,1.4245673415368053e-16
soluble_oxalate_priority,5.455594781168514,TSs195,8.169122444027821e-17
soluble_oxalate_priority,5.455594781168514,TSs1A,1.4929984163927129e-16
soluble_oxalate_priority,5.455594781168514,TSs2,3.690859312670351e-16
soluble_oxalate_priority,5.455594781168514,TSs201,1.7449887877093379e-16
soluble_oxalate_priority,5.455594781168514,TSs209,2.2046555623510123e-16
soluble_oxalate_priority,5.455594781168514,TSs217,1.7878965518461932e-16
soluble_oxalate_priority,5.455594781168514,TSs224,1.0376052708635969e-16
soluble_oxalate_priority,5.455594781168514,TSs22A,0.07020859214470608
soluble_oxalate_priority,5.455594781168514,TSs22B,2.21972307539508e-16
soluble_oxalate_priority,5.455594781168514,TSs23,1.2284413897377364e-16
soluble_oxalate_priority,5.455594781168514,TSs24,4.737638682260151e-16
soluble_oxalate_priority,5.455594781168514,TSs266,1.463970332704489e-16
soluble_oxalate_priority,5.455594781168514,TSs269,1.274251218067479e-16
soluble_oxalate_priority,5.455594781168514,TSs27,9.067153580174973e-17
soluble_oxalate_priority,5.455594781168514,TSs274,0.014554837657760998
soluble_oxalate_priority,5.455594781168514,TSs277,1.24335809915379e-16
soluble_oxalate_priority,5.455594781168514,TSs282,0.06748949988542667
soluble_oxalate_priority,5.455594781168514,TSs287,1.9790169790140873e-16
soluble_oxalate_priority,5.455594781168514,TSs291,5.909046492276575e-17
soluble_oxalate_priority,5.455594781168514,TSs293,1.2393455138689467e-16
soluble_oxalate_priority,5.455594781168514,TSs294,6.597548238990444e-17
soluble_oxalate_priority,5.455594781168514,TSs296,1.1915373443329282e-16
soluble_oxalate_priority,5.455594781168514,TSs297,5.745089246935246e-17
soluble_oxalate_priority,5.455594781168514,TSs3,3.3393018201130575e-16
soluble_oxalate_priority,5.455594781168514,TSs30,1.3246553590696495e-16
soluble_oxalate_priority,5.455594781168514,TSs303,3.651991969197921e-16
soluble_oxalate_priority,5.455594781168514,TSs311,1.0872655658218277e-16
soluble_oxalate_priority,5.455594781168514,TSs314A,1.1574000661858333e-16
soluble_oxalate_priority,5.455594781168514,TSs314B,7.546454288627148e-17
soluble_oxalate_priority,5.455594781168514,TSs317,1.6791908390468965e-16
soluble_oxalate_priority,5.455594781168514,TSs325,0.09141270582616871
soluble_oxalate_priority,5.455594781168514,TSs33,1.8430699957427258e-16
soluble_oxalate_priority,5.455594781168514,TSs331,0.009348415601722273
soluble_oxalate_priority,5.455594781168514,TSs333,0.038662348537725225
soluble_oxalate_priority,5.455594781168514,TSs334,0.06502597323666777
soluble_oxalate_priority,5.455594781168514,TSs336,5.793031906622622e-17
soluble_oxalate_priority,5.455594781168514,TSs338,1.6599983732133337e-16
soluble_oxalate_priority,5.455594781168514,TSs357,0.02606842392440219
soluble_oxalate_priority,5.455594781168514,TSs358,1.8600911492450566e-15
soluble_oxalate_priority,5.455594781168514,TSs361,0.018406759360135146
soluble_oxalate_priority,5.455594781168514,TSs363,2.153637138283031e-16
soluble_oxalate_priority,5.455594781168514,TSs365,0.014936624432965083
soluble_oxalate_priority,5.455594781168514,TSs368,0.008482149747631906
soluble_oxalate_priority,5.455594781168514,TSs371,1.2736976846553693e-16
soluble_oxalate_priority,5.455594781168514,TSs378,1.2738919057097637e-16
soluble_oxalate_priority,5.455594781168514,TSs38,0.05660808685791254
soluble_oxalate_priority,5.455594781168514,TSs383,3.2207958424008317e-17
soluble_oxalate_priority,5.455594781168514,TSs3A,3.10800530050695e-16
soluble_oxalate_priority,5.455594781168514,TSs4,1.1881817941419562e-16
soluble_oxalate_priority,5.455594781168514,TSs417,0.0006846207552749066
soluble_oxalate_priority,5.455594781168514,TSs44C,4.9732119574039014e-17
soluble_oxalate_priority,5.455594781168514,TSs48,3.058626663911476e-16
soluble_oxalate_priority,5.455594781168514,TSs49,0.06833047003631888
soluble_oxalate_priority,5.455594781168514,TSs49A,1.4113492089745253e-16
soluble_oxalate_priority,5.455594781168514,TSs51,2.5205006888442393e-16
soluble_oxalate_priority,5.455594781168514,TSs53,1.988843747701211e-16
soluble_oxalate_priority,5.455594781168514,TSs56,8.631181231115248e-17
soluble_oxalate_priority,5.455594781168514,TSs56A,0.0398888204958473
soluble_oxalate_priority,5.455594781168514,TSs58,0.012717540546381313
soluble_oxalate_priority,5.455594781168514,TSs59B,0.013938519799277542
soluble_oxalate_priority,5.455594781168514,TSs5A,2.0274411680578164e-16
soluble_oxalate_priority,5.455594781168514,TSs60,5.442613693982892e-16
soluble_oxalate_priority,5.455594781168514,TSs60B,1.5838451292613455e-16
soluble_oxalate_priority,5.455594781168514,TSs61,5.387887404615532e-16
soluble_oxalate_priority,5.455594781168514,TSs63A,2.413605368681392e-16
soluble_oxalate_priority,5.455594781168514,TSs68,0.07507672817155533
soluble_oxalate_priority,5.455594781168514,TSs7,0.02871655605676762
soluble_oxalate_priority,5.455594781168514,TSs78,9.562794904372301e-17
soluble_oxalate_priority,5.455594781168514,TSs82,0.02921651193514247
soluble_oxalate_priority,5.455594781168514,TSs9,1.409450334721811e-16
soluble_oxalate_priority,5.455594781168514,TSs95,1.4150759718014014e-16
soluble_oxalate_priority,5.455594781168514,TSs96,0.010645298655453685
soluble_oxalate_priority,5.455594781168514,TSs98,2.1749209171295785e-17
soluble_oxalate_priority,8.858667904100823,TSs10,0.03464422352912701
soluble_oxalate_priority,8.858667904100823,TSs104,1.7289988369118604e-16
soluble_oxalate_priority,8.858667904100823,TSs10A,0.019575247678392166
soluble_oxalate_priority,8.858667904100823,TSs11,1.8003669263154058e-16
soluble_oxalate_priority,8.858667904100823,TSs111,5.459611191630262e-16
soluble_oxalate_priority,8.858667904100823,TSs116,0.0010105725002736673
soluble_oxalate_priority,8.858667904100823,TSs119A,0.07817481326393219
soluble_oxalate_priority,8.858667904100823,TSs120,2.380602609457056e-16
soluble_oxalate_priority,8.858667904100823,TSs131,0.004211732308418632
soluble_oxalate_priority,8.858667904100823,TSs132,1.33191935462981e-18
soluble_oxalate_priority,8.858667904100823,TSs133,3.1739551332821605e-16
soluble_oxalate_priority,8.858667904100823,TSs136,5.665849929557494e-17
soluble_oxalate_priority,8.858667904100823,TSs138B,2.2729378480283723e-16
soluble_oxalate_priority,8.858667904100823,TSs15,1.3333394718727073e-16
soluble_oxalate_priority,8.858667904100823,TSs151B,1.194708386155845e-15
soluble_oxalate_priority,8.858667904100823,TSs155,2.9985938586761744e-16
soluble_oxalate_priority,8.858667904100823,TSs156A,4.940792845739023e-16
soluble_oxalate_priority,8.858667904100823,TSs157A,0.06633418599809622
soluble_oxalate_priority,8.858667904100823,TSs158,4.5497282685158383e-17
soluble_oxalate_priority,8.858667904100823,TSs161,9.163231687318531e-17
soluble_oxalate_priority,8.858667904100823,TSs166,1.126711307207269e-16
soluble_oxalate_priority,8.858667904100823,TSs168,3.493655396500462e-17
soluble_oxalate_priority,8.858667904100823,TSs195,2.6740319090369127e-17
soluble_oxalate_priority,8.858667904100823,TSs1A,6.089493051026462e-17
soluble_oxalate_priority,8.858667904100823,TSs2,8.883809963559981e-17
soluble_oxalate_priority,8.858667904100823,TSs201,0.00036857436226758386
soluble_oxalate_priority,8.858667904100823,TSs209,0.001215186930060269
soluble_oxalate_priority,8.858667904100823,TSs217,9.65501104597357e-17
soluble_oxalate_priority,8.858667904100823,TSs224,3.720937899338346e-18
soluble_oxalate_priority,8.858667904100823,TSs22A,0.05791354256687406
soluble_oxalate_priority,8.858667904100823,TSs22B,5.070150547879243e-17
